,DenID,BankID,QuollCode,Sex,Morph,Origin,Year,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY,cluster,meanX,meanY,x,y,date,dx,dy,dist,dt,R2n,abs.angle,rel.angle,BankID,Trial
755,2119,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,9/06/2018,2018.06.09,2,1,697535,6106229,Alive,1,Alone,Alone,Present,Absent,-9,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,9/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
766,2130,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,10/06/2018,2018.06.10,3,1,697535,6106229,Alive,1,Den shared,Alone,Present,Absent,-8,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,10/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
775,2139,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,11/06/2018,2018.06.11,4,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-7,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,11/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
783,2149,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,12/06/2018,2018.06.12,5,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-6,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,12/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
790,2156,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,13/06/2018,2018.06.13,6,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-5,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,13/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
799,2165,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,14/06/2018,2018.06.14,7,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-4,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,14/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
806,2172,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,15/06/2018,2018.06.15,8,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-3,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,15/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
811,2177,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,16/06/2018,2018.06.16,9,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-2,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,16/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
817,2183,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,17/06/2018,2018.06.17,10,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-1,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,17/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
828,2194,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,18/06/2018,2018.06.18,11,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,0,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,18/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
833,2199,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,19/06/2018,2018.06.19,12,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,1,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,19/06/2018,-156.9669811,-71.96698113,172.6785439,86400,0,-2.711705177,NA,EQ33,3
843,2209,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,20/06/2018,2018.06.20,13,1,697378,6106157,Alive,1,Alone,Den shared,Present,Present,2,697760,6106009,74,697378,6106157,697378,6106157,20/06/2018,156.9669811,71.96698113,172.6785439,86400,29817.87954,0.429887476,3.141592654,EQ33,3
846,2212,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,21/06/2018,2018.06.21,14,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,3,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,21/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
853,2219,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,22/06/2018,2018.06.22,15,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,4,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,22/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
861,2227,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,23/06/2018,2018.06.23,16,1,697535,6106229,Alive,1,Alone,Den shared,Present,Present,5,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,23/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
873,2239,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,24/06/2018,2018.06.24,17,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,6,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,24/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
879,2245,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,25/06/2018,2018.06.25,18,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,7,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,25/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
890,2256,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,26/06/2018,2018.06.26,19,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,8,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,26/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
895,2261,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,27/06/2018,2018.06.27,20,1,697535,6106229,Alive,1,Alone,Den shared,Present,Present,9,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,27/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
902,2268,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,28/06/2018,2018.06.28,21,1,697535,6106229,Alive,1,Alone,Alone,Present,Present,10,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,28/06/2018,184.3663522,421.1663522,459.7521594,86400,0,1.158174511,0.728287035,EQ33,3
918,2284,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,29/06/2018,2018.06.29,22,1,697719,6106650,Alive,1,Den shared,Alone,Present,Present,11,697760,6106009,118,697719.3333,6106650.133,697719.3333,6106650.133,29/06/2018,-184.3663522,-421.1663522,459.7521594,86400,211372.0481,-1.983418142,3.141592654,EQ33,3
927,2293,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,30/06/2018,2018.06.30,23,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,12,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,30/06/2018,0,0,0,86400,0,NA,NA,EQ33,3
937,2303,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,1/07/2018,2018.07.01,24,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,13,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,1/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
947,2313,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,2/07/2018,2018.07.02,25,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,14,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,2/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
959,2325,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,3/07/2018,2018.07.03,26,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,15,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,3/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
978,2344,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,4/07/2018,2018.07.04,27,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,16,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,4/07/2018,0,0,0,777600,0,NA,NA,EQ33,3
1101,2468,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,13/07/2018,2018.07.13,36,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,25,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,13/07/2018,-156.9669811,-71.96698113,172.6785439,86400,0,-2.711705177,-0.728287035,EQ33,3
1115,2482,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,14/07/2018,2018.07.14,37,1,697378,6106157,Alive,1,Den shared,Den shared,Present,Present,26,697760,6106009,74,697378,6106157,697378,6106157,14/07/2018,156.9669811,71.96698113,172.6785439,86400,29817.87954,0.429887476,3.141592654,EQ33,3
1127,2494,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,15/07/2018,2018.07.15,38,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,27,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,15/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
1141,2508,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,16/07/2018,2018.07.16,39,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,28,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,16/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
1151,2518,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,17/07/2018,2018.07.17,40,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,29,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,17/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
1163,2530,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,18/07/2018,2018.07.18,41,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,30,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,18/07/2018,0,0,0,86400,0,NA,NA,EQ33,3
1178,2545,EQ33,DE28,Female,Fawn,MFWS,2018,,MulligansBorn,19/07/2018,2018.07.19,42,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,31,697760,6106009,73,697534.967,6106228.967,697534.967,6106228.967,19/07/2018,NA,NA,NA,NA,0,NA,NA,EQ33,3
760,2124,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,9/06/2018,2018.06.09,2,1,697305,6107062,Alive,1,Alone,Alone,Present,Absent,-9,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,9/06/2018,228.0439042,-839.7637881,870.176558,86400,0,-1.305633667,NA,EQ34,3
767,2131,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,10/06/2018,2018.06.10,3,1,697535,6106229,Alive,1,Den shared,Alone,Present,Absent,-8,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,10/06/2018,-228.0439042,839.7637881,870.176558,86400,757207.242,1.835958987,3.141592654,EQ34,3
776,2140,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,11/06/2018,2018.06.11,4,1,697307,6107069,Alive,1,Alone,Den shared,Present,Absent,-7,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,11/06/2018,0,0,0,86400,0,NA,NA,EQ34,3
784,2150,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,12/06/2018,2018.06.12,5,1,697307,6107069,Alive,1,Den shared,Alone,Present,Absent,-6,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,12/06/2018,646.0769231,-407.7307692,763.9762894,86400,0,-0.562964539,-2.398923525,EQ34,3
792,2158,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,13/06/2018,2018.06.13,6,1,697953,6106661,Alive,1,Alone,Den shared,Present,Absent,-5,697723,6106889,124,697953,6106661,697953,6106661,13/06/2018,-646.0769231,407.7307692,763.9762894,86400,583659.7707,2.578628115,3.141592654,EQ34,3
795,2161,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,14/06/2018,2018.06.14,7,1,697307,6107069,Alive,1,Den shared,Alone,Present,Absent,-4,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,14/06/2018,228.0439042,-839.7637881,870.176558,259200,0,-1.305633667,2.398923525,EQ34,3
818,2184,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,17/06/2018,2018.06.17,10,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-1,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,17/06/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
827,2193,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,18/06/2018,2018.06.18,11,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,0,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,18/06/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
832,2198,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,19/06/2018,2018.06.19,12,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,1,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,19/06/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
842,2208,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,20/06/2018,2018.06.20,13,1,697535,6106229,Alive,1,Alone,Den shared,Present,Present,2,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,20/06/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
845,2211,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,21/06/2018,2018.06.21,14,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,3,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,21/06/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
854,2220,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,22/06/2018,2018.06.22,15,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,4,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,22/06/2018,-228.0439042,839.7637881,870.176558,86400,757207.242,1.835958987,3.141592654,EQ34,3
866,2232,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,23/06/2018,2018.06.23,16,1,697307,6107069,Alive,1,Alone,Den shared,Present,Present,5,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,23/06/2018,228.0439042,-839.7637881,870.176558,86400,0,-1.305633667,3.141592654,EQ34,3
874,2240,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,24/06/2018,2018.06.24,17,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,6,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,24/06/2018,-228.0439042,839.7637881,870.176558,86400,757207.242,1.835958987,3.141592654,EQ34,3
884,2250,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,25/06/2018,2018.06.25,18,1,697307,6107069,Alive,1,Alone,Den shared,Present,Present,7,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,25/06/2018,0,0,0,86400,0,NA,NA,EQ34,3
887,2253,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,26/06/2018,2018.06.26,19,1,697307,6107069,Alive,1,Den shared,Alone,Present,Present,8,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,26/06/2018,412.4102564,-418.5974359,587.627461,259200,0,-0.79284342,-2.628802406,EQ34,3
919,2285,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,29/06/2018,2018.06.29,22,1,697719,6106650,Alive,1,Den shared,Alone,Present,Present,11,697723,6106889,118,697719.3333,6106650.133,697719.3333,6106650.133,29/06/2018,-412.4102564,418.5974359,587.627461,86400,345306.0329,2.348749234,3.141592654,EQ34,3
932,2298,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,30/06/2018,2018.06.30,23,1,697307,6107069,Alive,1,Alone,Den shared,Present,Present,12,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,30/06/2018,0,0,0,86400,0,NA,NA,EQ34,3
944,2310,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,1/07/2018,2018.07.01,24,1,697307,6107069,Alive,1,Alone,Alone,Present,Present,13,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,1/07/2018,0,0,0,86400,0,NA,NA,EQ34,3
951,2317,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,2/07/2018,2018.07.02,25,1,697307,6107069,Alive,1,Alone,Alone,Present,Present,14,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,2/07/2018,0,0,0,86400,0,NA,NA,EQ34,3
966,2332,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,3/07/2018,2018.07.03,26,1,697307,6107069,Alive,1,Den shared,Alone,Present,Present,15,697723,6106889,120,697306.9231,6107068.731,697306.9231,6107068.731,3/07/2018,228.0439042,-839.7637881,870.176558,86400,0,-1.305633667,2.628802406,EQ34,3
979,2345,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,4/07/2018,2018.07.04,27,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,16,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,4/07/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
985,2351,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,5/07/2018,2018.07.05,28,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,17,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,5/07/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
996,2362,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,6/07/2018,2018.07.06,29,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,18,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,6/07/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
1019,2385,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,7/07/2018,2018.07.07,30,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,19,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,7/07/2018,0,0,0,259200,757207.242,NA,NA,EQ34,3
1060,2426,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,10/07/2018,2018.07.10,33,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,22,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,10/07/2018,-640.9669811,-618.9669811,891.0436547,86400,757207.242,-2.373653949,-1.068020281,EQ34,3
1078,2445,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,11/07/2018,2018.07.11,34,1,696894,6105610,Alive,1,Alone,Den shared,Present,Present,23,697723,6106889,125,696894,6105610,696894,6105610,11/07/2018,640.9669811,618.9669811,891.0436547,86400,2298400.925,0.767938705,3.141592654,EQ34,3
1092,2459,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,12/07/2018,2018.07.12,35,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,24,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,12/07/2018,-651.1669811,-681.3003145,942.4375607,86400,757207.242,-2.333583655,-3.10152236,EQ34,3
1104,2471,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,13/07/2018,2018.07.13,36,1,696884,6105548,Alive,1,Alone,Alone,Present,Present,25,697723,6106889,13,696883.8,6105547.667,696883.8,6105547.667,13/07/2018,494.2,609.3333333,784.5513056,86400,2492669.142,0.889353606,-3.060248046,EQ34,3
1116,2483,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,14/07/2018,2018.07.14,37,1,697378,6106157,Alive,1,Den shared,Alone,Present,Present,26,697723,6106889,74,697378,6106157,697378,6106157,14/07/2018,156.9669811,71.96698113,172.6785439,86400,836304.9246,0.429887476,-0.459466129,EQ34,3
1128,2495,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,15/07/2018,2018.07.15,38,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,27,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,15/07/2018,-156.9669811,-71.96698113,172.6785439,86400,757207.242,-2.711705177,3.141592654,EQ34,3
1144,2511,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,16/07/2018,2018.07.16,39,1,697378,6106157,Alive,1,Alone,Den shared,Present,Present,28,697723,6106889,74,697378,6106157,697378,6106157,16/07/2018,156.9669811,71.96698113,172.6785439,86400,836304.9246,0.429887476,3.141592654,EQ34,3
1152,2519,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,17/07/2018,2018.07.17,40,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,29,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,17/07/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
1164,2531,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,18/07/2018,2018.07.18,41,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,30,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,18/07/2018,0,0,0,86400,757207.242,NA,NA,EQ34,3
1179,2546,EQ34,D54D,Female,Black,MFWS,2018,,MulligansBorn,19/07/2018,2018.07.19,42,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,31,697723,6106889,73,697534.967,6106228.967,697534.967,6106228.967,19/07/2018,NA,NA,NA,NA,757207.242,NA,NA,EQ34,3
759,2123,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,9/06/2018,2018.06.09,2,1,696894,6105610,Alive,1,Alone,Alone,Present,Absent,-6,697862,6106213,125,696894,6105610,696894,6105610,9/06/2018,640.9669811,618.9669811,891.0436547,86400,0,0.767938705,NA,EQ35,3
768,2132,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,10/06/2018,2018.06.10,3,1,697535,6106229,Alive,1,Den shared,Alone,Present,Absent,-5,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,10/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
774,2138,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,11/06/2018,2018.06.11,4,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-4,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,11/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
782,2147,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,12/06/2018,2018.06.12,5,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-3,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,12/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
791,2157,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,13/06/2018,2018.06.13,6,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-2,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,13/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
800,2166,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,14/06/2018,2018.06.14,7,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,-1,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,14/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
807,2173,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,15/06/2018,2018.06.15,8,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Absent,0,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,15/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
813,2179,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,16/06/2018,2018.06.16,9,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,1,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,16/06/2018,-156.9669811,-71.96698113,172.6785439,86400,793958.7946,-2.711705177,2.803541425,EQ35,3
819,2185,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,17/06/2018,2018.06.17,10,1,697378,6106157,Alive,1,Alone,Den shared,Present,Present,2,697862,6106213,74,697378,6106157,697378,6106157,17/06/2018,156.9669811,71.96698113,172.6785439,86400,533465,0.429887476,3.141592654,EQ35,3
826,2192,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,18/06/2018,2018.06.18,11,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,3,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,18/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
834,2200,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,19/06/2018,2018.06.19,12,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,4,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,19/06/2018,-640.9669811,-618.9669811,891.0436547,86400,793958.7946,-2.373653949,-2.803541425,EQ35,3
844,2210,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,20/06/2018,2018.06.20,13,1,696894,6105610,Alive,1,Alone,Den shared,Present,Present,5,697862,6106213,125,696894,6105610,696894,6105610,20/06/2018,640.9669811,618.9669811,891.0436547,86400,0,0.767938705,3.141592654,EQ35,3
847,2213,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,21/06/2018,2018.06.21,14,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,6,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,21/06/2018,0,0,0,86400,793958.7946,NA,NA,EQ35,3
855,2221,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,22/06/2018,2018.06.22,15,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,7,697862,6106213,73,697534.967,6106228.967,697534.967,6106228.967,22/06/2018,-640.9669811,-618.9669811,891.0436547,86400,793958.7946,-2.373653949,3.141592654,EQ35,3
868,2234,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,23/06/2018,2018.06.23,16,1,696894,6105610,Alive,1,Alone,Den shared,Present,Present,8,697862,6106213,125,696894,6105610,696894,6105610,23/06/2018,-10.2,-62.33333333,63.16236573,86400,0,-1.73299516,0.640658788,EQ35,3
875,2241,EQ35,D716,Female,Fawn,MFWS,2018,,MulligansBorn,24/06/2018,2018.06.24,17,1,696884,6105548,Alive,1,Alone,Alone,Present,Present,9,697862,6106213,13,696883.8,6105547.667,696883.8,6105547.667,24/06/2018,651.1669811,681.3003145,942.4375607,86400,3989.484444,0.808008998,2.541004158,EQ35,3
