DenID,BankID,QuollCode,Sex,Morph,Origin,YearOfAcquisition,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY
2739,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,2/08/2018,2018.08.02,56,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,43,698859,6106666
2757,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,3/08/2018,2018.08.03,57,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,44,698859,6106666
2776,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,4/08/2018,2018.08.04,58,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,45,698859,6106666
2792,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,5/08/2018,2018.08.05,59,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,46,698859,6106666
2806,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,6/08/2018,2018.08.06,60,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,47,698859,6106666
2816,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,7/08/2018,2018.08.07,61,1,698247,6106173,Alive,Survived,Alone,Den shared,Present,Present,48,698859,6106666
2894,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,12/08/2018,2018.08.12,66,1,698425,6106212,Alive,Survived,Alone,Den shared,Present,Present,53,698859,6106666
2900,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,13/08/2018,2018.08.13,67,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Present,54,698859,6106666
2915,EQ36,DBDD,F,Black,MFWS,2018,,MulligansBorn,14/08/2018,2018.08.14,68,1,697535,6106229,Dead,Survived,Den shared,Den shared,Present,Present,55,698859,6106666
2111,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,8/06/2018,2018.06.08,1,0,697545,6106052,Alive,Survived,Alone,Alone,Present,Absent,-7,697862,6106213
2123,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,9/06/2018,2018.06.09,2,1,696894,6105610,Alive,Survived,Alone,Alone,Present,Absent,-6,697862,6106213
2132,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,10/06/2018,2018.06.10,3,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Absent,-5,697862,6106213
2138,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,11/06/2018,2018.06.11,4,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Absent,-4,697862,6106213
2147,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,12/06/2018,2018.06.12,5,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Absent,-3,697862,6106213
2157,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,13/06/2018,2018.06.13,6,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Absent,-2,697862,6106213
2166,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,14/06/2018,2018.06.14,7,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Absent,-1,697862,6106213
2173,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,15/06/2018,2018.06.15,8,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Absent,0,697862,6106213
2179,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,16/06/2018,2018.06.16,9,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,1,697862,6106213
2185,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,17/06/2018,2018.06.17,10,1,697378,6106157,Alive,Survived,Alone,Den shared,Present,Present,2,697862,6106213
2192,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,18/06/2018,2018.06.18,11,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Present,3,697862,6106213
2200,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,19/06/2018,2018.06.19,12,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,4,697862,6106213
2210,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,20/06/2018,2018.06.20,13,1,696894,6105610,Alive,Survived,Alone,Den shared,Present,Present,5,697862,6106213
2213,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,21/06/2018,2018.06.21,14,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Present,6,697862,6106213
2221,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,22/06/2018,2018.06.22,15,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,7,697862,6106213
2234,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,23/06/2018,2018.06.23,16,1,696894,6105610,Alive,Survived,Alone,Den shared,Present,Present,8,697862,6106213
2241,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,24/06/2018,2018.06.24,17,1,696884,6105548,Alive,Survived,Alone,Alone,Present,Present,9,697862,6106213
2246,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,25/06/2018,2018.06.25,18,1,697535,6106229,Alive,Survived,Den shared,Alone,Present,Present,10,697862,6106213
2257,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,26/06/2018,2018.06.26,19,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,11,697862,6106213
2264,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,27/06/2018,2018.06.27,20,1,696949,6105857,Alive,Survived,Alone,Den shared,Present,Present,12,697862,6106213
2272,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,28/06/2018,2018.06.28,21,1,696884,6105548,Alive,Survived,Alone,Den shared,Present,Present,13,697862,6106213
2276,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,29/06/2018,2018.06.29,22,1,696884,6105548,Alive,Survived,Alone,Alone,Present,Present,14,697862,6106213
2294,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,30/06/2018,2018.06.30,23,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,15,697862,6106213
2304,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,1/07/2018,2018.07.01,24,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,16,697862,6106213
2314,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,2/07/2018,2018.07.02,25,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,17,697862,6106213
2346,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,4/07/2018,2018.07.04,27,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,19,697862,6106213
2353,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,5/07/2018,2018.07.05,28,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,20,697862,6106213
2363,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,6/07/2018,2018.07.06,29,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,21,697862,6106213
2386,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,7/07/2018,2018.07.07,30,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,22,697862,6106213
2398,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,8/07/2018,2018.07.08,31,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,23,697862,6106213
2407,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,9/07/2018,2018.07.09,32,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,24,697862,6106213
2421,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,10/07/2018,2018.07.10,33,1,697307,6107069,Alive,Survived,Alone,Den shared,Present,Present,25,697862,6106213
2434,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,11/07/2018,2018.07.11,34,1,697307,6107069,Alive,Survived,Den shared,Alone,Present,Present,26,697862,6106213
2461,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,12/07/2018,2018.07.12,35,1,697442,6106965,Alive,Survived,Alone,Den shared,Present,Present,27,697862,6106213
2464,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,13/07/2018,2018.07.13,36,1,697442,6106965,Alive,Survived,Alone,Alone,Present,Present,28,697862,6106213
2490,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,14/07/2018,2018.07.14,37,1,697442,6106965,Alive,Survived,Alone,Alone,Present,Present,29,697862,6106213
2326,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,3/07/2018,2018.07.03,26,1,697535,6106229,Alive,Survived,Den shared,Den shared,Present,Present,18,697862,6106213
2595,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,22/07/2018,2018.07.22,45,1,698384,6106159,Alive,Survived,Den shared,Alone,Present,Present,37,697862,6106213
2608,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,23/07/2018,2018.07.23,46,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,38,697862,6106213
2621,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,24/07/2018,2018.07.24,47,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,39,697862,6106213
2630,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,25/07/2018,2018.07.25,48,1,697442,6106965,Alive,Survived,Alone,Den shared,Present,Present,40,697862,6106213
2636,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,26/07/2018,2018.07.26,49,1,697307,6107069,Alive,Survived,Den shared,Alone,Present,Present,41,697862,6106213
2661,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,27/07/2018,2018.07.27,50,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,42,697862,6106213
2675,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,28/07/2018,2018.07.28,51,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,43,697862,6106213
2679,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,29/07/2018,2018.07.29,52,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,44,697862,6106213
2702,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,30/07/2018,2018.07.30,53,1,697442,6106965,Alive,Survived,Alone,Den shared,Present,Present,45,697862,6106213
2708,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,31/07/2018,2018.07.31,54,1,697307,6107069,Alive,Survived,Alone,Alone,Present,Present,46,697862,6106213
2502,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,15/07/2018,2018.07.15,38,1,697442,6106965,Alive,Survived,Alone,Alone,Present,Present,30,697862,6106213
2515,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,16/07/2018,2018.07.16,39,1,697442,6106965,Alive,Survived,Alone,Alone,Present,Present,31,697862,6106213
2527,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,17/07/2018,2018.07.17,40,1,697442,6106965,Alive,Survived,Den shared,Alone,Present,Present,32,697862,6106213
2540,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,18/07/2018,2018.07.18,41,1,698384,6106159,Alive,Survived,Alone,Den shared,Present,Present,33,697862,6106213
2553,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,19/07/2018,2018.07.19,42,1,698384,6106159,Alive,Survived,Den shared,Alone,Present,Present,34,697862,6106213
2562,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,20/07/2018,2018.07.20,43,1,697953,6106661,Alive,Survived,Alone,Den shared,Present,Present,35,697862,6106213
2570,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,21/07/2018,2018.07.21,44,1,697442,6106965,Alive,Survived,Alone,Alone,Present,Present,36,697862,6106213
2827,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,8/08/2018,2018.08.08,62,1,697342,6106837,Alive,Survived,Alone,Den shared,Present,Present,54,697862,6106213
2841,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,9/08/2018,2018.08.09,63,1,697307,6107069,Alive,Survived,Den shared,Alone,Present,Present,55,697862,6106213
2855,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,10/08/2018,2018.08.10,64,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,56,697862,6106213
2870,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,11/08/2018,2018.08.11,65,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,57,697862,6106213
2884,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,12/08/2018,2018.08.12,66,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,58,697862,6106213
2724,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,1/08/2018,2018.08.01,55,1,697307,6107069,Alive,Survived,Alone,Den shared,Present,Present,47,697862,6106213
2750,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,2/08/2018,2018.08.02,56,1,697307,6107069,Alive,Survived,Den shared,Alone,Present,Present,48,697862,6106213
2766,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,3/08/2018,2018.08.03,57,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,49,697862,6106213
2769,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,4/08/2018,2018.08.04,58,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,50,697862,6106213
2784,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,5/08/2018,2018.08.05,59,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,51,697862,6106213
2799,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,6/08/2018,2018.08.06,60,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,52,697862,6106213
2823,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,7/08/2018,2018.08.07,61,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,53,697862,6106213
2910,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,13/08/2018,2018.08.13,67,1,697342,6106837,Alive,Survived,Alone,Den shared,Present,Present,59,697862,6106213
2925,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,14/08/2018,2018.08.14,68,1,697307,6107069,Alive,Survived,Den shared,Alone,Present,Present,60,697862,6106213
2940,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,15/08/2018,2018.08.15,69,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,61,697862,6106213
2943,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,16/08/2018,2018.08.16,70,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,62,697862,6106213
2958,EQ35,D716,F,Fawn,MFWS,2018,,MulligansBorn,17/08/2018,2018.08.17,71,1,697307,6107069,Alive,Survived,Den shared,Den shared,Present,Present,63,697862,6106213
2114,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,8/06/2018,2018.06.08,1,0,698924,6106208,Alive,Survived,Alone,Alone,Present,Absent,-12,698882,6105984
2120,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,9/06/2018,2018.06.09,2,1,698354,6105970,Alive,Survived,Alone,Alone,Present,Absent,-11,698882,6105984
2129,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,10/06/2018,2018.06.10,3,1,698354,6105970,Alive,Survived,Alone,Alone,Present,Absent,-10,698882,6105984
2137,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,11/06/2018,2018.06.11,4,1,698511,6106231,Alive,Survived,Alone,Alone,Present,Absent,-9,698882,6105984
2146,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,12/06/2018,2018.06.12,5,1,698953,6106018,Alive,Survived,Den shared,Alone,Present,Absent,-8,698882,6105984
2154,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,13/06/2018,2018.06.13,6,1,698969,6105994,Alive,Survived,Alone,Den shared,Present,Absent,-7,698882,6105984
2163,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,14/06/2018,2018.06.14,7,1,698969,6105994,Alive,Survived,Den shared,Alone,Present,Absent,-6,698882,6105984
2169,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,15/06/2018,2018.06.15,8,1,699070,6106022,Alive,Survived,Alone,Den shared,Present,Absent,-5,698882,6105984
2175,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,16/06/2018,2018.06.16,9,1,698969,6105994,Alive,Survived,Den shared,Alone,Present,Absent,-4,698882,6105984
2182,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,17/06/2018,2018.06.17,10,1,698924,6106208,Alive,Survived,Alone,Alone,Present,Absent,-3,698882,6105984
2189,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,18/06/2018,2018.06.18,11,1,698953,6106018,Alive,Survived,Den shared,Alone,Present,Absent,-2,698882,6105984
2196,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,19/06/2018,2018.06.19,12,1,698953,6106018,Alive,Survived,Den shared,Den shared,Present,Absent,-1,698882,6105984
2207,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,20/06/2018,2018.06.20,13,1,698354,6105970,Alive,Survived,Alone,Den shared,Present,Absent,0,698882,6105984
2215,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,21/06/2018,2018.06.21,14,1,698953,6106018,Alive,Survived,Alone,Alone,Present,Present,1,698882,6105984
2223,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,22/06/2018,2018.06.22,15,1,698354,6105970,Alive,Survived,Den shared,Alone,Present,Present,2,698882,6105984
2228,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,23/06/2018,2018.06.23,16,1,698354,6105970,Alive,Survived,Alone,Den shared,Present,Present,3,698882,6105984
2242,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,24/06/2018,2018.06.24,17,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,4,698882,6105984
2243,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,25/06/2018,2018.06.25,18,1,698384,6106159,Alive,Survived,Den shared,Alone,Present,Present,5,698882,6105984
2254,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,26/06/2018,2018.06.26,19,1,698354,6105970,Alive,Survived,Den shared,Den shared,Present,Present,6,698882,6105984
2273,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,28/06/2018,2018.06.28,21,2,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,8,698882,6105984
2280,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,29/06/2018,2018.06.29,22,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,9,698882,6105984
2300,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,30/06/2018,2018.06.30,23,1,698384,6106159,Alive,Survived,Alone,Den shared,Present,Present,10,698882,6105984
2302,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,1/07/2018,2018.07.01,24,1,698454,6105894,Alive,Survived,Alone,Den shared,Present,Present,11,698882,6105984
2357,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,5/07/2018,2018.07.05,28,1,698953,6106018,Alive,Survived,Den shared,Alone,Present,Present,15,698882,6105984
2366,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,6/07/2018,2018.07.06,29,1,698384,6106159,Alive,Survived,Alone,Den shared,Present,Present,16,698882,6105984
2379,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,7/07/2018,2018.07.07,30,1,698953,6106018,Alive,Survived,Alone,Den shared,Present,Present,17,698882,6105984
2404,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,8/07/2018,2018.07.08,31,1,698247,6106173,Alive,Survived,Alone,Den shared,Present,Present,18,698882,6105984
2414,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,9/07/2018,2018.07.09,32,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,19,698882,6105984
2430,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,10/07/2018,2018.07.10,33,1,698354,6105970,Alive,Survived,Den shared,Alone,Present,Present,20,698882,6105984
2447,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,11/07/2018,2018.07.11,34,1,698932,6105982,Alive,Survived,Alone,Den shared,Present,Present,21,698882,6105984
2453,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,12/07/2018,2018.07.12,35,1,698384,6106159,Alive,Survived,Alone,Den shared,Present,Present,22,698882,6105984
2477,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,13/07/2018,2018.07.13,36,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,23,698882,6105984
2324,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,2/07/2018,2018.07.02,25,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,12,698882,6105984
2337,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,3/07/2018,2018.07.03,26,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,13,698882,6105984
2341,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,4/07/2018,2018.07.04,27,1,698953,6106018,Alive,Survived,Alone,Alone,Present,Present,14,698882,6105984
2588,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,22/07/2018,2018.07.22,45,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,32,698882,6105984
2602,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,23/07/2018,2018.07.23,46,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,33,698882,6105984
2617,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,24/07/2018,2018.07.24,47,1,699032,6106126,Alive,Survived,Den shared,Alone,Present,Present,34,698882,6105984
2633,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,25/07/2018,2018.07.25,48,1,698247,6106173,Alive,Survived,Alone,Den shared,Present,Present,35,698882,6105984
2641,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,26/07/2018,2018.07.26,49,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,36,698882,6105984
2658,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,27/07/2018,2018.07.27,50,1,699070,6106022,Alive,Survived,Alone,Alone,Present,Present,37,698882,6105984
2677,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,28/07/2018,2018.07.28,51,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,38,698882,6105984
2690,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,29/07/2018,2018.07.29,52,1,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,39,698882,6105984
2697,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,30/07/2018,2018.07.30,53,1,698425,6106212,Alive,Survived,Alone,Alone,Present,Present,40,698882,6105984
2552,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,19/07/2018,2018.07.19,42,6,699032,6106126,Alive,Survived,Alone,Alone,Present,Present,29,698882,6105984
2563,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,20/07/2018,2018.07.20,43,1,698354,6105970,Alive,Survived,Alone,Alone,Present,Present,30,698882,6105984
2576,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,21/07/2018,2018.07.21,44,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,31,698882,6105984
2831,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,8/08/2018,2018.08.08,62,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,49,698882,6105984
2852,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,9/08/2018,2018.08.09,63,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,50,698882,6105984
2859,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,10/08/2018,2018.08.10,64,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,51,698882,6105984
2875,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,11/08/2018,2018.08.11,65,1,698384,6106159,Alive,Survived,Den shared,Alone,Present,Present,52,698882,6105984
2889,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,12/08/2018,2018.08.12,66,1,698384,6106159,Alive,Survived,Alone,Den shared,Present,Present,53,698882,6105984
2717,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,31/07/2018,2018.07.31,54,1,698425,6106212,Alive,Survived,Den shared,Alone,Present,Present,41,698882,6105984
2732,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,1/08/2018,2018.08.01,55,1,698247,6106173,Alive,Survived,Alone,Den shared,Present,Present,42,698882,6105984
2744,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,2/08/2018,2018.08.02,56,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,43,698882,6105984
2760,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,3/08/2018,2018.08.03,57,1,698247,6106173,Alive,Survived,Alone,Alone,Present,Present,44,698882,6105984
2774,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,4/08/2018,2018.08.04,58,1,697933,6105980,Alive,Survived,Alone,Alone,Present,Present,45,698882,6105984
2788,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,5/08/2018,2018.08.05,59,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,46,698882,6105984
2810,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,6/08/2018,2018.08.06,60,1,698384,6106159,Alive,Survived,Den shared,Alone,Present,Present,47,698882,6105984
2817,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,7/08/2018,2018.08.07,61,1,698384,6106159,Alive,Survived,Den shared,Den shared,Present,Present,48,698882,6105984
2905,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,13/08/2018,2018.08.13,67,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,54,698882,6105984
2919,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,14/08/2018,2018.08.14,68,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,55,698882,6105984
2935,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,15/08/2018,2018.08.15,69,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,56,698882,6105984
2954,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,16/08/2018,2018.08.16,70,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,57,698882,6105984
2963,EQ37,D8C7,F,Fawn,MFWS,2018,,MulligansBorn,17/08/2018,2018.08.17,71,1,698384,6106159,Alive,Survived,Alone,Alone,Present,Present,58,698882,6105984
2115,EQ38,0D36,F,Fawn,MFWS,2018,,MulligansBorn,8/06/2018,2018.06.08,1,0,698354,6105970,Alive,Survived,Alone,Alone,Present,Absent,-13,699055,6106036
2122,EQ38,0D36,F,Fawn,MFWS,2018,,MulligansBorn,9/06/2018,2018.06.09,2,1,699084,6106095,Alive,Survived,Alone,Alone,Present,Absent,-12,699055,6106036
2128,EQ38,0D36,F,Fawn,MFWS,2018,,MulligansBorn,10/06/2018,2018.06.10,3,1,698969,6105992,Alive,Survived,Alone,Alone,Present,Absent,-11,699055,6106036
